record_id,date,state,city,monitoring_station,pm2_5_ugm3,pm10_ugm3,no2_ugm3,so2_ugm3,co_mgm3,o3_ugm3,nh3_ugm3,aqi,aqi_category,dominant_pollutant,health_advisory,temperature_c,humidity_pct,wind_speed_kmph,monitoring_agency
87563,2023-10-01,Gujarat,Vadodara,Vadodara GIDC,64.3,112.5,21.1,20.9,1.39,47.6,23.2,114,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",23.7,38.2,11.1,State Pollution Control Board
87564,2023-10-01,Haryana,Faridabad,Faridabad Sector 16A,117.9,215.6,51.0,12.9,0.42,132.5,19.5,300,Poor,PM10,Breathing discomfort on prolonged exposure,22.8,54.3,2.8,State Pollution Control Board
87565,2023-10-01,Haryana,Faridabad,Faridabad Sector 16A,133.5,219.9,78.9,5.7,3.16,26.4,44.4,310,Very Poor,PM2.5,Respiratory illness on prolonged exposure,27.3,49.2,12.0,SAFAR
87566,2023-10-01,Himachal Pradesh,Shimla,Shimla US Club,50.5,108.0,58.9,25.2,0.62,147.7,23.0,84,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,30.3,61.4,6.1,CPCB
87567,2023-10-01,Jharkhand,Ranchi,Ranchi Circular Road,47.1,91.0,71.0,9.1,1.03,73.2,11.0,79,Satisfactory,PM10,Minor breathing discomfort to sensitive people,22.1,60.5,4.0,State Pollution Control Board
87568,2023-10-01,Karnataka,Bengaluru,BTM Layout,42.9,89.5,56.8,9.2,0.77,25.5,35.9,72,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,31.1,42.3,12.4,State Pollution Control Board
87569,2023-10-01,Karnataka,Bengaluru,BTM Layout,74.5,117.1,17.2,10.3,1.89,85.3,2.6,148,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",26.8,53.3,4.0,State Pollution Control Board
87570,2023-10-01,Karnataka,Mysuru,Mysuru Hebbal,43.6,79.6,44.0,15.9,1.36,113.6,30.0,77,Satisfactory,PM10,Minor breathing discomfort to sensitive people,22.6,35.6,8.5,State Pollution Control Board
87571,2023-10-01,Madhya Pradesh,Bhopal,TT Nagar,86.1,159.2,29.4,26.5,2.61,73.5,26.1,187,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",31.8,55.8,6.7,CPCB
87572,2023-10-01,Madhya Pradesh,Indore,Chhoti Gwaltoli,37.4,62.0,20.9,18.9,1.36,26.1,27.1,64,Satisfactory,PM10,Minor breathing discomfort to sensitive people,29.0,54.4,5.1,CPCB
87573,2023-10-01,Maharashtra,Mumbai,Colaba,49.1,85.3,4.0,16.2,1.87,151.1,37.7,84,Satisfactory,PM10,Minor breathing discomfort to sensitive people,26.2,62.2,2.5,State Pollution Control Board
87574,2023-10-01,Maharashtra,Nashik,Nashik Gangapur Road,103.7,212.7,50.8,2.7,0.39,5.1,16.9,246,Poor,PM2.5,Breathing discomfort on prolonged exposure,26.2,85.1,11.5,State Pollution Control Board
87575,2023-10-01,Maharashtra,Nashik,Nashik Gangapur Road,48.4,78.0,105.6,11.0,0.39,26.1,10.9,132,Moderate,NO2,"Breathing discomfort to people with lung/heart disease, children, older adults",30.0,47.7,2.6,State Pollution Control Board
87576,2023-10-01,Odisha,Bhubaneswar,Bhubaneswar Capital Hospital,115.8,232.3,15.4,16.0,2.0,166.0,8.8,286,Poor,PM2.5,Breathing discomfort on prolonged exposure,34.2,40.3,5.4,CPCB
87577,2023-10-01,Odisha,Talcher,Talcher Coalfields,96.4,163.5,51.7,30.7,1.45,26.9,17.1,221,Poor,PM2.5,Breathing discomfort on prolonged exposure,31.0,79.3,13.4,State Pollution Control Board
87578,2023-10-01,Punjab,Jalandhar,Jalandhar Sports Colony,54.6,111.6,20.9,9.3,0.88,39.1,48.5,91,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,26.1,64.3,11.7,CPCB
87579,2023-10-01,Punjab,Jalandhar,Jalandhar Sports Colony,54.3,96.8,30.0,10.2,0.5,135.7,20.6,90,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,18.3,43.7,0.6,CPCB
87580,2023-10-01,Rajasthan,Jaipur,Adarsh Nagar,325.6,527.5,32.7,21.3,2.98,65.7,56.1,429,Severe,PM2.5,"Affects healthy people, serious impact on those with existing diseases",30.3,74.9,14.2,CPCB
87581,2023-10-01,Rajasthan,Jodhpur,Jodhpur Collectorate,83.6,173.4,53.1,14.2,0.35,29.5,37.0,179,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",26.5,38.0,2.7,CPCB
87582,2023-10-01,Tamil Nadu,Chennai,Alandur Bus Depot,58.1,127.1,28.9,8.4,1.12,48.3,5.5,97,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,25.9,46.0,6.0,State Pollution Control Board
87583,2023-10-01,Tamil Nadu,Coimbatore,Coimbatore Collectorate,80.2,174.5,10.2,18.7,0.27,81.6,12.5,167,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",24.2,62.4,8.7,State Pollution Control Board
87584,2023-10-01,Telangana,Hyderabad,Sanathnagar,88.5,181.8,8.9,16.3,0.82,45.3,5.6,205,Poor,PM10,Breathing discomfort on prolonged exposure,35.8,49.7,7.2,SAFAR
87585,2023-10-01,Telangana,Hyderabad,Sanathnagar,89.7,171.5,72.3,19.0,0.93,150.8,6.8,199,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",30.9,34.2,6.2,SAFAR
87586,2023-10-01,Uttar Pradesh,Lucknow,Lalbagh,108.4,204.7,18.6,7.1,3.27,90.6,32.3,261,Poor,PM2.5,Breathing discomfort on prolonged exposure,26.0,61.3,6.1,SAFAR
87587,2023-10-01,Uttar Pradesh,Varanasi,Ardhali Bazar,123.9,233.9,71.5,26.0,0.77,169.0,6.3,303,Very Poor,PM2.5,Respiratory illness on prolonged exposure,24.9,61.6,9.4,CPCB
87588,2023-10-01,Uttar Pradesh,Varanasi,Ardhali Bazar,78.4,140.0,39.3,8.7,0.35,122.9,35.4,161,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",25.9,28.9,6.9,SAFAR
87589,2023-10-01,Uttar Pradesh,Varanasi,Ardhali Bazar,66.4,122.9,45.5,17.1,0.79,8.8,26.6,121,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",28.7,61.3,3.4,CPCB
87590,2023-10-01,Uttarakhand,Dehradun,Dehradun ISBT,79.4,144.7,19.4,9.3,0.75,98.8,62.3,168,Moderate,PM10,"Breathing discomfort to people with lung/heart disease, children, older adults",23.9,53.4,11.6,CPCB
87591,2023-10-01,West Bengal,Kolkata,Rabindra Bharati University,104.4,226.2,19.5,6.5,3.41,18.1,76.2,248,Poor,PM2.5,Breathing discomfort on prolonged exposure,30.6,49.9,10.7,State Pollution Control Board
87592,2023-10-02,Chandigarh,Chandigarh,Sector 22,124.6,223.9,13.4,8.9,2.34,16.8,31.2,316,Very Poor,PM10,Respiratory illness on prolonged exposure,29.5,76.3,6.1,CPCB
87593,2023-10-02,Delhi,Delhi,Anand Vihar,87.6,141.0,59.3,19.3,2.14,50.0,48.3,192,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",27.1,53.4,5.7,CPCB
87594,2023-10-02,Delhi,Delhi,R K Puram,153.0,267.1,51.2,1.0,2.85,89.5,22.1,325,Very Poor,PM2.5,Respiratory illness on prolonged exposure,25.8,52.3,15.0,CPCB
87595,2023-10-02,Delhi,Delhi,Dwarka Sector 8,293.4,563.7,24.3,25.9,3.39,68.8,58.7,417,Severe,PM2.5,"Affects healthy people, serious impact on those with existing diseases",26.7,10.0,4.5,SAFAR
87596,2023-10-02,Gujarat,Vadodara,Vadodara GIDC,67.5,127.4,68.6,11.3,1.7,59.6,34.4,125,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",30.5,44.8,6.0,State Pollution Control Board
87597,2023-10-02,Haryana,Faridabad,Faridabad Sector 16A,181.7,290.8,40.8,7.2,2.82,77.8,18.2,347,Very Poor,PM2.5,Respiratory illness on prolonged exposure,24.9,66.7,6.5,State Pollution Control Board
87598,2023-10-02,Haryana,Gurugram,Gurugram Sector 51,98.6,177.6,29.3,15.0,3.23,58.0,12.3,229,Poor,PM2.5,Breathing discomfort on prolonged exposure,28.2,52.8,2.5,CPCB
87599,2023-10-02,Himachal Pradesh,Shimla,Shimla US Club,28.9,58.4,16.5,15.9,1.06,72.5,11.1,48,Good,PM2.5,Minimal impact,28.8,43.9,0.8,CPCB
87600,2023-10-02,Himachal Pradesh,Shimla,Shimla US Club,20.5,38.7,26.2,23.1,0.2,31.0,32.2,34,Good,PM2.5,Minimal impact,24.7,60.8,4.8,CPCB
87601,2023-10-02,Jammu and Kashmir,Srinagar,Srinagar Rajbagh,15.3,26.3,45.0,5.4,0.67,48.0,23.3,53,Satisfactory,NO2,Minor breathing discomfort to sensitive people,18.4,27.7,14.5,CPCB
87602,2023-10-02,Jammu and Kashmir,Srinagar,Srinagar Rajbagh,57.4,124.1,12.8,23.5,0.92,109.3,37.2,96,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,27.4,49.5,4.0,CPCB
87603,2023-10-02,Jharkhand,Ranchi,Ranchi Circular Road,35.2,62.0,8.4,17.0,2.29,39.7,31.3,59,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,27.8,47.3,10.5,SAFAR
87604,2023-10-02,Karnataka,Bengaluru,BTM Layout,64.0,115.5,9.8,18.0,0.7,106.0,13.9,113,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",29.6,53.8,3.4,SAFAR
87605,2023-10-02,Maharashtra,Mumbai,Bandra Kurla Complex,135.3,239.6,46.2,14.0,3.56,66.1,52.0,312,Very Poor,PM2.5,Respiratory illness on prolonged exposure,23.3,62.7,1.4,State Pollution Control Board
87606,2023-10-02,Maharashtra,Mumbai,Colaba,19.5,29.3,47.3,16.9,0.75,105.6,9.3,50,Good,NO2,Minimal impact,14.6,54.8,12.6,CPCB
87607,2023-10-02,Maharashtra,Nagpur,Nagpur Civil Lines,31.4,54.0,11.2,1.8,3.25,83.7,29.3,53,Satisfactory,PM10,Minor breathing discomfort to sensitive people,18.3,79.2,6.5,SAFAR
87608,2023-10-02,Maharashtra,Nagpur,Nagpur Civil Lines,53.3,97.1,53.1,11.8,0.57,93.6,21.0,89,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,28.5,58.4,0.6,State Pollution Control Board
87609,2023-10-02,Odisha,Talcher,Talcher Coalfields,73.6,159.8,55.7,14.3,3.44,69.1,16.2,145,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",28.6,69.1,8.4,CPCB
87610,2023-10-02,Punjab,Amritsar,Amritsar Golden Gate,57.3,105.6,22.5,19.9,3.95,44.3,38.7,96,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,28.7,60.8,2.4,CPCB
87611,2023-10-02,Punjab,Jalandhar,Jalandhar Sports Colony,75.0,130.1,39.7,25.7,0.67,56.2,23.0,150,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",22.7,55.1,13.2,CPCB
87612,2023-10-02,Rajasthan,Kota,Kota Vigyan Nagar,97.9,161.1,18.5,8.8,1.16,206.8,28.4,226,Poor,PM2.5,Breathing discomfort on prolonged exposure,32.2,57.4,12.1,CPCB
87613,2023-10-02,Tamil Nadu,Chennai,Alandur Bus Depot,55.7,113.5,23.0,5.1,1.13,41.1,19.9,93,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,28.6,58.0,10.7,CPCB
87614,2023-10-02,Telangana,Hyderabad,Sanathnagar,87.5,158.7,54.5,13.1,0.44,57.5,56.3,192,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",23.0,59.9,10.8,CPCB
87615,2023-10-02,Uttar Pradesh,Agra,Sanjay Palace,60.5,98.0,53.3,9.3,2.27,141.9,9.7,102,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",35.3,44.8,10.7,SAFAR
87616,2023-10-02,Uttar Pradesh,Kanpur,Nehru Nagar,111.5,190.8,36.8,20.7,2.56,28.5,59.0,272,Poor,PM2.5,Breathing discomfort on prolonged exposure,31.1,61.4,5.3,CPCB
87617,2023-10-02,Uttar Pradesh,Kanpur,Nehru Nagar,127.1,256.9,24.0,14.9,1.83,57.9,25.2,305,Very Poor,PM2.5,Respiratory illness on prolonged exposure,23.0,44.9,2.9,State Pollution Control Board
87618,2023-10-02,Uttar Pradesh,Meerut,Meerut Jaibheem Nagar,242.9,438.6,96.5,33.2,2.95,46.1,11.3,395,Very Poor,PM2.5,Respiratory illness on prolonged exposure,28.2,51.5,1.3,CPCB
87619,2023-10-02,Uttar Pradesh,Noida,Noida Sector 62,127.8,258.2,22.8,15.4,1.47,109.9,30.1,306,Very Poor,PM2.5,Respiratory illness on prolonged exposure,21.7,24.1,3.3,State Pollution Control Board
87620,2023-10-02,West Bengal,Asansol,Asansol Court Area,36.8,57.7,35.7,14.6,1.8,8.7,15.7,61,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,32.6,41.6,9.1,State Pollution Control Board
87621,2023-10-02,West Bengal,Kolkata,Rabindra Bharati University,61.4,98.3,33.6,31.6,2.16,93.2,18.8,105,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",27.3,48.9,11.7,SAFAR
87622,2023-10-02,West Bengal,Kolkata,Rabindra Bharati University,77.3,135.4,40.8,27.2,1.45,181.6,55.7,166,Moderate,PM10,"Breathing discomfort to people with lung/heart disease, children, older adults",28.6,52.7,15.5,CPCB
87623,2023-10-03,Bihar,Muzaffarpur,Muzaffarpur Collectorate,97.6,161.2,30.9,46.2,1.99,23.2,9.5,236,Poor,PM10,Breathing discomfort on prolonged exposure,20.1,63.3,5.4,State Pollution Control Board
87624,2023-10-03,Chandigarh,Chandigarh,Sector 22,97.5,174.5,29.2,4.0,0.78,68.8,60.4,225,Poor,PM2.5,Breathing discomfort on prolonged exposure,25.7,36.4,3.4,State Pollution Control Board
87625,2023-10-03,Delhi,Delhi,R K Puram,235.9,407.9,16.3,16.9,2.2,101.0,14.9,389,Very Poor,PM2.5,Respiratory illness on prolonged exposure,27.3,32.4,8.7,State Pollution Control Board
87626,2023-10-03,Delhi,Delhi,Dwarka Sector 8,76.6,138.9,63.8,15.6,0.96,88.6,13.7,155,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",28.4,62.9,3.0,State Pollution Control Board
87627,2023-10-03,Goa,Panaji,Panaji Bus Stand,32.2,51.1,35.5,6.1,0.46,52.1,17.6,54,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,30.4,76.7,9.3,State Pollution Control Board
87628,2023-10-03,Gujarat,Surat,Surat Ichchhanath,75.7,130.4,20.2,2.3,0.62,34.8,8.0,152,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",30.0,64.4,7.1,CPCB
87629,2023-10-03,Haryana,Faridabad,Faridabad Sector 16A,246.5,403.3,91.2,12.3,3.03,107.9,21.8,397,Very Poor,PM2.5,Respiratory illness on prolonged exposure,33.2,46.3,4.6,CPCB
87630,2023-10-03,Haryana,Gurugram,Gurugram Sector 51,61.1,122.0,39.4,51.4,1.65,61.7,14.1,104,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",30.3,80.8,6.5,CPCB
87631,2023-10-03,Jharkhand,Jamshedpur,Jamshedpur Sakchi,68.7,117.4,64.0,19.6,0.8,81.7,77.9,135,Moderate,PM10,"Breathing discomfort to people with lung/heart disease, children, older adults",26.8,76.3,13.5,State Pollution Control Board
87632,2023-10-03,Karnataka,Bengaluru,BTM Layout,58.3,100.0,31.1,17.7,1.67,198.5,6.8,97,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,26.7,58.3,10.4,CPCB
87633,2023-10-03,Karnataka,Mysuru,Mysuru Hebbal,32.5,54.3,6.1,13.8,1.78,116.9,38.9,55,Satisfactory,PM10,Minor breathing discomfort to sensitive people,27.1,43.5,8.4,SAFAR
87634,2023-10-03,Maharashtra,Nashik,Nashik Gangapur Road,60.9,104.3,53.1,13.4,0.57,77.0,60.2,103,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",30.8,61.0,10.6,State Pollution Control Board
87635,2023-10-03,Rajasthan,Jodhpur,Jodhpur Collectorate,59.0,90.1,22.2,13.4,1.51,228.4,8.1,98,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,26.2,31.3,8.7,CPCB
87636,2023-10-03,Rajasthan,Kota,Kota Vigyan Nagar,37.8,66.2,33.5,17.7,0.41,99.3,33.8,63,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,23.6,51.4,7.9,State Pollution Control Board
87637,2023-10-03,Rajasthan,Kota,Kota Vigyan Nagar,58.4,104.7,50.1,23.1,0.77,96.7,11.1,97,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,25.8,43.7,8.4,State Pollution Control Board
87638,2023-10-03,Tamil Nadu,Chennai,Alandur Bus Depot,59.5,102.9,24.3,12.4,1.34,76.3,17.1,99,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,27.3,36.7,9.1,State Pollution Control Board
87639,2023-10-03,Tamil Nadu,Chennai,Alandur Bus Depot,85.5,135.5,11.6,21.5,0.72,23.2,21.3,192,Moderate,PM10,"Breathing discomfort to people with lung/heart disease, children, older adults",31.4,51.1,9.0,CPCB
87640,2023-10-03,Tamil Nadu,Madurai,Madurai Anna Bus Stand,47.6,99.7,49.7,4.0,1.26,186.1,1.0,79,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,28.0,54.8,13.3,State Pollution Control Board
87641,2023-10-03,Tamil Nadu,Madurai,Madurai Anna Bus Stand,137.2,228.9,44.2,2.5,0.23,28.6,30.2,317,Very Poor,PM10,Respiratory illness on prolonged exposure,34.7,59.1,13.0,SAFAR
87642,2023-10-03,Uttar Pradesh,Meerut,Meerut Jaibheem Nagar,120.7,191.6,54.2,1.9,1.27,17.9,22.3,302,Very Poor,PM10,Respiratory illness on prolonged exposure,27.8,50.2,14.8,CPCB
87643,2023-10-04,Bihar,Gaya,Gaya Collectorate,242.7,461.8,73.8,3.2,1.26,139.4,41.9,394,Very Poor,PM2.5,Respiratory illness on prolonged exposure,28.3,50.9,4.5,SAFAR
87644,2023-10-04,Bihar,Gaya,Gaya Collectorate,118.1,239.4,27.6,7.7,1.62,285.4,18.5,294,Poor,PM2.5,Breathing discomfort on prolonged exposure,27.2,42.0,1.7,State Pollution Control Board
87645,2023-10-04,Bihar,Patna,Rajbansi Nagar,73.6,142.9,56.9,36.4,2.05,51.3,31.8,152,Moderate,PM10,"Breathing discomfort to people with lung/heart disease, children, older adults",31.9,59.8,31.9,State Pollution Control Board
87646,2023-10-04,Bihar,Patna,Rajbansi Nagar,73.0,121.7,28.2,25.6,1.94,99.2,27.5,148,Moderate,PM10,"Breathing discomfort to people with lung/heart disease, children, older adults",25.3,82.0,2.4,SAFAR
87647,2023-10-04,Chandigarh,Chandigarh,Sector 22,25.5,40.0,70.0,4.4,2.25,170.4,37.2,71,Satisfactory,NO2,Minor breathing discomfort to sensitive people,32.3,51.5,8.9,State Pollution Control Board
87648,2023-10-04,Chandigarh,Chandigarh,Sector 22,86.7,133.3,55.0,2.0,0.54,31.6,16.5,189,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",25.3,65.6,19.9,State Pollution Control Board
87649,2023-10-04,Chandigarh,Chandigarh,Sector 22,40.3,86.9,61.9,5.5,1.54,83.3,6.7,73,Satisfactory,NO2,Minor breathing discomfort to sensitive people,32.3,61.6,15.8,State Pollution Control Board
87650,2023-10-04,Chhattisgarh,Raipur,Raipur Telibandha,45.2,78.7,22.6,19.2,2.16,50.4,26.0,75,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,24.9,82.6,3.7,CPCB
87651,2023-10-04,Delhi,Delhi,Punjabi Bagh,94.5,152.2,51.2,22.6,3.04,18.1,41.7,215,Poor,PM2.5,Breathing discomfort on prolonged exposure,20.8,70.7,9.2,CPCB
87652,2023-10-04,Delhi,Delhi,ITO,102.8,221.5,93.9,11.6,0.9,151.1,48.4,243,Poor,PM2.5,Breathing discomfort on prolonged exposure,28.4,58.7,6.3,State Pollution Control Board
87653,2023-10-04,Haryana,Faridabad,Faridabad Sector 16A,155.7,314.5,31.6,3.7,2.8,20.1,17.3,339,Very Poor,PM10,Respiratory illness on prolonged exposure,25.8,54.5,21.2,SAFAR
87654,2023-10-04,Himachal Pradesh,Shimla,Shimla US Club,22.8,47.3,24.9,10.0,1.44,84.7,3.5,38,Good,PM2.5,Minimal impact,26.4,31.2,7.8,CPCB
87655,2023-10-04,Jammu and Kashmir,Srinagar,Srinagar Rajbagh,40.2,70.6,13.9,18.2,0.47,92.4,21.7,67,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,28.5,48.5,4.4,State Pollution Control Board
87656,2023-10-04,Jammu and Kashmir,Srinagar,Srinagar Rajbagh,28.9,53.0,66.1,13.8,0.85,87.9,8.5,75,Satisfactory,NO2,Minor breathing discomfort to sensitive people,23.0,39.7,1.0,State Pollution Control Board
87657,2023-10-04,Jharkhand,Ranchi,Ranchi Circular Road,47.2,93.7,74.3,12.1,0.76,110.9,25.3,91,Satisfactory,NO2,Minor breathing discomfort to sensitive people,25.6,49.8,4.4,State Pollution Control Board
87658,2023-10-04,Karnataka,Bengaluru,Silk Board,48.1,91.7,22.5,9.5,1.89,37.0,80.7,80,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,35.1,69.4,14.6,SAFAR
87659,2023-10-04,Maharashtra,Nagpur,Nagpur Civil Lines,150.3,296.8,42.3,11.6,2.64,128.5,9.2,333,Very Poor,PM10,Respiratory illness on prolonged exposure,24.6,65.1,9.8,CPCB
87660,2023-10-04,Maharashtra,Nashik,Nashik Gangapur Road,61.5,98.8,20.0,13.0,1.07,19.0,32.0,105,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",33.2,82.9,4.4,CPCB
87661,2023-10-04,Odisha,Bhubaneswar,Bhubaneswar Capital Hospital,167.9,276.4,18.5,11.5,1.07,119.3,22.8,337,Very Poor,PM2.5,Respiratory illness on prolonged exposure,20.6,78.4,17.9,CPCB
87662,2023-10-04,Punjab,Jalandhar,Jalandhar Sports Colony,70.7,126.6,33.9,25.6,2.02,92.9,31.6,136,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",30.4,37.4,5.8,CPCB
87663,2023-10-04,Rajasthan,Jaipur,Adarsh Nagar,86.3,168.9,11.7,8.7,0.94,81.3,7.5,188,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",23.5,86.2,12.3,State Pollution Control Board
87664,2023-10-04,Tamil Nadu,Chennai,Alandur Bus Depot,96.2,163.9,11.8,9.8,1.77,71.3,3.4,221,Poor,PM2.5,Breathing discomfort on prolonged exposure,29.3,37.8,13.0,CPCB
87665,2023-10-04,Tamil Nadu,Coimbatore,Coimbatore Collectorate,108.0,214.3,58.0,10.1,0.43,30.0,10.9,260,Poor,PM2.5,Breathing discomfort on prolonged exposure,26.8,72.3,4.3,CPCB
87666,2023-10-04,Uttar Pradesh,Ghaziabad,Sanjay Nagar,155.9,290.0,19.1,21.2,5.48,21.7,8.9,328,Very Poor,PM2.5,Respiratory illness on prolonged exposure,37.7,76.7,11.6,SAFAR
87667,2023-10-04,Uttar Pradesh,Kanpur,Nehru Nagar,92.3,203.0,38.7,20.7,3.61,71.4,23.1,208,Poor,PM2.5,Breathing discomfort on prolonged exposure,27.8,66.7,5.8,SAFAR
87668,2023-10-04,Uttarakhand,Dehradun,Dehradun ISBT,52.8,105.1,42.4,23.5,1.26,40.5,39.6,88,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,26.9,44.6,4.5,CPCB
87669,2023-10-04,West Bengal,Howrah,Howrah Ghusuri,66.2,136.2,18.9,14.0,6.56,111.5,7.2,125,Moderate,PM10,"Breathing discomfort to people with lung/heart disease, children, older adults",25.9,46.7,18.2,State Pollution Control Board
87670,2023-10-05,Bihar,Gaya,Gaya Collectorate,134.7,279.2,22.5,5.3,1.72,8.6,13.6,311,Very Poor,PM2.5,Respiratory illness on prolonged exposure,34.4,49.1,5.2,CPCB
87671,2023-10-05,Delhi,Delhi,Dwarka Sector 8,110.0,200.2,43.3,7.6,0.84,25.9,55.1,279,Poor,PM10,Breathing discomfort on prolonged exposure,29.3,34.3,2.8,SAFAR
87672,2023-10-05,Delhi,Delhi,Anand Vihar,35.6,71.4,88.8,16.5,1.39,71.6,21.4,95,Satisfactory,NO2,Minor breathing discomfort to sensitive people,24.7,37.9,17.7,State Pollution Control Board
87673,2023-10-05,Gujarat,Ahmedabad,Maninagar,85.6,170.4,53.5,3.9,0.6,131.1,10.5,185,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",19.6,44.1,7.6,CPCB
87674,2023-10-05,Gujarat,Surat,Surat Ichchhanath,52.3,95.8,27.9,19.6,1.26,100.6,35.5,87,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,28.0,49.2,6.9,CPCB
87675,2023-10-05,Gujarat,Surat,Surat Ichchhanath,89.8,152.4,12.9,12.7,2.11,93.8,29.9,199,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",27.7,45.9,2.0,SAFAR
87676,2023-10-05,Gujarat,Surat,Surat Ichchhanath,63.7,119.2,22.1,24.6,1.64,48.9,22.3,112,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",26.7,45.4,18.4,CPCB
87677,2023-10-05,Karnataka,Mysuru,Mysuru Hebbal,48.2,82.0,14.6,9.3,1.68,30.8,15.9,80,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,31.5,39.4,9.1,CPCB
87678,2023-10-05,Karnataka,Mysuru,Mysuru Hebbal,34.1,74.1,36.3,15.4,1.72,39.5,22.7,57,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,34.6,55.8,5.8,State Pollution Control Board
87679,2023-10-05,Kerala,Kochi,Kochi Vyttila,40.4,62.3,35.3,8.6,0.54,130.8,17.9,67,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,32.9,66.5,10.1,CPCB
87680,2023-10-05,Kerala,Thiruvananthapuram,TVM Kariavattom,20.7,35.6,28.1,36.2,1.08,81.4,8.8,34,Good,PM2.5,Minimal impact,27.9,46.9,1.2,State Pollution Control Board
87681,2023-10-05,Madhya Pradesh,Indore,Chhoti Gwaltoli,22.5,44.5,25.6,6.7,0.79,34.7,30.5,38,Good,PM2.5,Minimal impact,27.0,70.6,4.0,State Pollution Control Board
87682,2023-10-05,Madhya Pradesh,Indore,Chhoti Gwaltoli,146.5,305.4,39.7,24.1,3.18,145.9,39.3,320,Very Poor,PM2.5,Respiratory illness on prolonged exposure,36.2,66.3,2.8,State Pollution Control Board
87683,2023-10-05,Maharashtra,Mumbai,Bandra Kurla Complex,167.9,320.8,27.0,6.8,0.49,58.7,19.9,347,Very Poor,PM10,Respiratory illness on prolonged exposure,25.5,41.6,7.4,CPCB
87684,2023-10-05,Maharashtra,Pune,Pune Bhosari,147.5,255.0,43.2,28.4,1.98,37.1,13.9,324,Very Poor,PM10,Respiratory illness on prolonged exposure,26.1,63.0,5.3,CPCB
87685,2023-10-05,Punjab,Jalandhar,Jalandhar Sports Colony,172.2,342.2,77.6,10.6,2.54,130.1,8.9,346,Very Poor,PM10,Respiratory illness on prolonged exposure,25.9,86.1,10.9,State Pollution Control Board
