Observation_ID,Date,Year,Month,Glacier_Name,Himalayan_Basin_Range,State_or_UT,Elevation_m_asl,Ambient_Air_Temp_C,Ice_Surface_Temp_C,Solar_Irradiance_W_m2,Surface_Albedo,Debris_Cover_Thickness_cm,Daily_Liquefaction_Melt_cm_we,Annual_Terminus_Retreat_m_yr,Net_Annual_Mass_Balance_m_we_yr,Glacial_Lake_Volume_10k_m3,Proglacial_Discharge_m3_s,GLOF_Susceptibility_Class
HIM-GL-MELT-007733,2025-08-09,2025,August,Drang-Drung Glacier,Zanskar Range,Ladakh,4673,4.0,-0.1,724.6,0.34,5.5,5.83,19.8,-1.02,172.6,22.8,Moderate Risk
HIM-GL-MELT-007734,2018-06-29,2018,June,Chorabari Glacier,Mandakini Basin (Kedarnath),Uttarakhand,4434,6.6,0.0,679.6,0.45,1.7,7.54,22.8,-0.89,601.3,33.8,High Risk
HIM-GL-MELT-007735,2025-08-06,2025,August,Bara Shigri Glacier,Chandra-Bhaga Basin,Himachal Pradesh,4756,9.7,0.0,838.4,0.35,8.1,8.41,28.7,-1.2,434.8,35.1,High Risk
HIM-GL-MELT-007736,2022-10-09,2022,October,Chorabari Glacier,Mandakini Basin (Kedarnath),Uttarakhand,4206,6.6,-0.1,549.2,0.31,6.0,6.55,35.6,-1.51,882.4,31.3,High Risk
HIM-GL-MELT-007737,2021-08-08,2021,August,Parkachik Glacier,Zanskar Range,Ladakh,4277,10.5,0.0,582.3,0.19,21.5,1.82,15.8,-0.86,100.2,6.2,Low Risk / Monitored
HIM-GL-MELT-007738,2023-08-07,2023,August,Pindari Glacier,Kumaon Himalaya,Uttarakhand,4093,10.9,0.0,741.5,0.32,5.1,11.39,33.5,-1.68,155.4,45.2,Moderate Risk
HIM-GL-MELT-007739,2026-07-12,2026,July,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4488,7.1,0.0,567.7,0.32,5.1,7.44,30.6,-1.53,508.2,32.3,High Risk
HIM-GL-MELT-007740,2025-08-27,2025,August,Beas Kund Glacier,Pir Panjal,Himachal Pradesh,3998,11.1,0.0,603.3,0.33,1.2,9.78,30.2,-1.17,161.0,40.2,Moderate Risk
HIM-GL-MELT-007741,2022-09-05,2022,September,Gorichen Glacier,Kameng Basin,Arunachal Pradesh,4937,5.8,0.0,631.4,0.32,7.8,5.51,28.2,-1.26,134.1,23.9,Moderate Risk
HIM-GL-MELT-007742,2024-09-16,2024,September,Dokriani Glacier,Bhagirathi Basin,Uttarakhand,4255,8.4,0.0,631.4,0.43,1.5,7.83,24.2,-1.14,94.7,28.0,Moderate Risk
HIM-GL-MELT-007743,2023-07-27,2023,July,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4299,7.9,0.0,678.2,0.34,4.7,8.94,29.6,-1.16,489.4,36.3,High Risk
HIM-GL-MELT-007744,2024-08-12,2024,August,Drang-Drung Glacier,Zanskar Range,Ladakh,4195,7.7,0.0,594.9,0.36,5.3,8.06,21.0,-1.05,141.2,31.6,Moderate Risk
HIM-GL-MELT-007745,2025-05-19,2025,May,South Lhonak Glacier,North Sikkim Basin,Sikkim,5399,-1.6,-1.3,657.1,0.41,6.1,1.26,41.6,-1.91,1613.3,18.5,High Risk
HIM-GL-MELT-007746,2018-07-19,2018,July,Parkachik Glacier,Zanskar Range,Ladakh,4377,6.4,-0.1,866.3,0.33,1.1,7.48,18.1,-1.01,117.1,28.8,Moderate Risk
HIM-GL-MELT-007747,2021-05-26,2021,May,Siachen Glacier,Karakoram,Ladakh,5198,1.0,0.0,538.4,0.3,13.9,1.36,11.0,-0.65,35.9,4.4,Low Risk / Monitored
HIM-GL-MELT-007748,2026-09-28,2026,September,Bara Shigri Glacier,Chandra-Bhaga Basin,Himachal Pradesh,4442,8.4,0.0,626.8,0.19,4.6,9.9,30.9,-1.46,436.6,39.1,High Risk
HIM-GL-MELT-007749,2026-08-29,2026,August,Pindari Glacier,Kumaon Himalaya,Uttarakhand,3796,9.2,0.0,707.3,0.32,9.8,6.65,30.2,-1.43,132.1,27.8,Moderate Risk
HIM-GL-MELT-007750,2018-06-02,2018,June,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4286,6.2,0.0,756.9,0.36,9.7,5.0,17.8,-0.88,338.5,19.7,High Risk
HIM-GL-MELT-007751,2020-08-13,2020,August,Changme Khangpu Glacier,Tista Basin,Sikkim,4485,6.2,-0.2,690.9,0.26,8.3,6.0,28.9,-1.1,486.1,26.5,High Risk
HIM-GL-MELT-007752,2026-05-30,2026,May,Dokriani Glacier,Bhagirathi Basin,Uttarakhand,4613,3.9,-0.5,908.0,0.37,2.9,7.75,27.5,-1.25,214.4,32.9,Moderate Risk
HIM-GL-MELT-007753,2022-09-28,2022,September,Parkachik Glacier,Zanskar Range,Ladakh,4591,6.4,-0.0,678.1,0.31,5.6,7.75,22.9,-0.91,137.8,30.8,Moderate Risk
HIM-GL-MELT-007754,2023-09-03,2023,September,Gepang Gath Glacier,Lahaul & Spiti,Himachal Pradesh,4315,4.8,0.0,594.4,0.32,8.3,4.42,35.7,-1.4,1009.3,23.6,High Risk
HIM-GL-MELT-007755,2019-06-05,2019,June,Beas Kund Glacier,Pir Panjal,Himachal Pradesh,3913,10.6,0.0,660.5,0.41,3.7,10.78,19.8,-0.77,93.2,41.8,Moderate Risk
HIM-GL-MELT-007756,2025-09-02,2025,September,Drang-Drung Glacier,Zanskar Range,Ladakh,4610,6.1,0.0,755.9,0.39,3.1,7.95,18.5,-1.03,189.4,32.6,Moderate Risk
HIM-GL-MELT-007757,2020-08-31,2020,August,Parkachik Glacier,Zanskar Range,Ladakh,4317,6.2,0.0,671.1,0.35,0.9,6.63,17.3,-0.76,146.0,26.3,Moderate Risk
HIM-GL-MELT-007758,2020-08-25,2020,August,Bara Shigri Glacier,Chandra-Bhaga Basin,Himachal Pradesh,4519,6.5,0.0,597.4,0.35,1.6,7.17,28.6,-1.14,349.8,30.0,High Risk
HIM-GL-MELT-007759,2020-08-30,2020,August,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4125,8.5,0.0,774.1,0.33,5.0,9.64,25.3,-1.32,287.9,39.0,High Risk
HIM-GL-MELT-007760,2026-06-06,2026,June,Gorichen Glacier,Kameng Basin,Arunachal Pradesh,5160,2.8,-0.6,619.7,0.34,5.3,4.84,34.0,-1.47,119.1,20.0,Moderate Risk
HIM-GL-MELT-007761,2024-06-29,2024,June,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4290,9.1,0.0,857.8,0.34,8.7,7.69,24.1,-1.25,475.7,33.6,High Risk
HIM-GL-MELT-007762,2024-08-03,2024,August,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,5308,2.7,0.0,592.5,0.32,10.5,2.95,23.2,-1.38,151.6,11.6,Moderate Risk
HIM-GL-MELT-007763,2021-08-28,2021,August,Satopanth Glacier,Alaknanda Basin,Uttarakhand,4620,6.0,-0.1,618.2,0.37,6.9,5.58,21.6,-0.84,390.9,26.0,High Risk
HIM-GL-MELT-007764,2025-05-12,2025,May,Gorichen Glacier,Kameng Basin,Arunachal Pradesh,5111,-1.3,-1.6,790.1,0.17,33.0,0.97,27.0,-0.98,153.2,4.8,Low Risk / Monitored
HIM-GL-MELT-007765,2024-08-29,2024,August,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,5081,5.0,0.0,865.6,0.26,9.0,6.06,23.6,-1.08,110.6,24.7,Moderate Risk
HIM-GL-MELT-007766,2024-06-03,2024,June,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,4661,4.6,0.0,628.2,0.31,10.1,4.01,24.4,-1.28,349.5,18.2,Moderate Risk
HIM-GL-MELT-007767,2026-07-06,2026,July,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,5338,1.5,-0.4,693.8,0.18,18.1,0.63,28.3,-1.48,168.0,3.2,Low Risk / Monitored
HIM-GL-MELT-007768,2021-06-07,2021,June,Rathong Glacier,West Sikkim,Sikkim,4930,5.0,0.0,663.9,0.32,16.1,1.77,25.3,-1.36,353.7,10.3,Low Risk / Monitored
HIM-GL-MELT-007769,2023-05-24,2023,May,Parkachik Glacier,Zanskar Range,Ladakh,4139,8.3,0.0,610.4,0.35,7.3,7.7,20.1,-1.32,142.3,31.4,Moderate Risk
HIM-GL-MELT-007770,2025-07-20,2025,July,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,4731,6.4,0.0,767.1,0.28,7.9,6.58,21.8,-1.18,449.8,29.5,High Risk
HIM-GL-MELT-007771,2024-10-14,2024,October,Beas Kund Glacier,Pir Panjal,Himachal Pradesh,3732,6.9,0.0,859.3,0.35,3.5,9.7,29.1,-1.34,155.3,39.6,Moderate Risk
HIM-GL-MELT-007772,2023-07-11,2023,July,Drang-Drung Glacier,Zanskar Range,Ladakh,4759,5.6,0.0,948.8,0.2,7.1,7.95,17.5,-0.98,187.4,33.4,Moderate Risk
HIM-GL-MELT-007773,2018-07-18,2018,July,Siachen Glacier,Karakoram,Ladakh,5468,-2.0,-1.7,672.1,0.21,15.3,0.33,13.0,-0.64,18.9,0.5,Low Risk / Monitored
HIM-GL-MELT-007774,2023-08-22,2023,August,Siachen Glacier,Karakoram,Ladakh,5419,-0.8,-1.2,744.1,0.24,19.2,0.6,21.4,-0.99,21.8,1.2,Low Risk / Monitored
HIM-GL-MELT-007775,2023-06-14,2023,June,Changme Khangpu Glacier,Tista Basin,Sikkim,4677,7.1,0.0,609.4,0.29,16.1,1.81,24.1,-1.26,370.0,9.6,Low Risk / Monitored
HIM-GL-MELT-007776,2020-09-01,2020,September,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4556,4.6,0.0,789.6,0.31,13.5,2.92,23.5,-0.94,369.7,12.3,Moderate Risk
HIM-GL-MELT-007777,2025-08-04,2025,August,Satopanth Glacier,Alaknanda Basin,Uttarakhand,4881,5.5,-0.2,880.7,0.36,5.3,7.46,23.2,-1.21,462.5,31.3,High Risk
HIM-GL-MELT-007778,2021-05-13,2021,May,Changme Khangpu Glacier,Tista Basin,Sikkim,4730,1.9,0.0,787.1,0.43,3.3,5.04,22.4,-1.06,352.9,23.3,High Risk
HIM-GL-MELT-007779,2022-08-18,2022,August,Chorabari Glacier,Mandakini Basin (Kedarnath),Uttarakhand,4267,6.2,0.0,587.2,0.41,3.2,7.47,23.5,-1.39,788.5,33.9,High Risk
HIM-GL-MELT-007780,2024-05-05,2024,May,Zemu Glacier,Kanchenjunga Massif,Sikkim,4448,2.0,0.0,685.5,0.38,6.6,4.19,39.6,-1.8,453.2,19.1,Moderate Risk
HIM-GL-MELT-007781,2022-08-05,2022,August,Changme Khangpu Glacier,Tista Basin,Sikkim,4904,4.9,-0.1,672.8,0.25,11.6,3.9,30.3,-1.17,354.8,17.3,Moderate Risk
HIM-GL-MELT-007782,2019-07-10,2019,July,Drang-Drung Glacier,Zanskar Range,Ladakh,4641,4.0,-0.7,571.3,0.27,11.3,3.26,19.1,-0.74,64.2,9.8,Moderate Risk
HIM-GL-MELT-007783,2022-06-16,2022,June,Chorabari Glacier,Mandakini Basin (Kedarnath),Uttarakhand,4126,7.9,0.0,592.2,0.36,4.5,8.52,22.2,-1.09,1163.3,42.7,High Risk
HIM-GL-MELT-007784,2019-08-01,2019,August,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4122,11.5,0.0,550.0,0.26,7.7,8.76,20.4,-1.19,409.7,39.1,High Risk
HIM-GL-MELT-007785,2020-08-08,2020,August,Parkachik Glacier,Zanskar Range,Ladakh,4407,6.3,0.0,490.7,0.31,14.4,2.48,17.0,-0.83,105.6,10.3,Low Risk / Monitored
HIM-GL-MELT-007786,2018-06-13,2018,June,Bara Shigri Glacier,Chandra-Bhaga Basin,Himachal Pradesh,4988,2.8,0.0,620.2,0.4,6.0,4.36,25.3,-1.01,382.8,18.2,Moderate Risk
HIM-GL-MELT-007787,2020-05-31,2020,May,Satopanth Glacier,Alaknanda Basin,Uttarakhand,4968,-0.9,-1.3,560.3,0.34,8.7,1.35,16.9,-0.8,353.4,7.3,Low Risk / Monitored
HIM-GL-MELT-007788,2021-05-03,2021,May,Milam Glacier,Goriganga Basin,Uttarakhand,4295,7.9,0.0,480.2,0.4,2.2,7.87,25.3,-0.91,436.3,32.5,High Risk
HIM-GL-MELT-007789,2023-07-23,2023,July,Drang-Drung Glacier,Zanskar Range,Ladakh,4459,7.2,0.0,750.4,0.33,2.1,8.64,18.9,-0.96,93.0,34.0,Moderate Risk
HIM-GL-MELT-007790,2026-10-13,2026,October,Gorichen Glacier,Kameng Basin,Arunachal Pradesh,5173,0.3,-0.4,696.7,0.36,0.3,2.23,30.9,-1.5,147.9,10.4,Low Risk / Monitored
HIM-GL-MELT-007791,2023-05-04,2023,May,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,4755,1.4,0.0,766.1,0.34,1.3,4.28,27.0,-1.39,162.0,16.7,Moderate Risk
HIM-GL-MELT-007792,2024-09-21,2024,September,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,3797,9.3,0.0,676.7,0.24,19.6,2.43,29.7,-1.25,511.3,13.0,Low Risk / Monitored
HIM-GL-MELT-007793,2021-10-12,2021,October,Gepang Gath Glacier,Lahaul & Spiti,Himachal Pradesh,4602,2.3,0.0,754.0,0.24,15.1,1.83,28.6,-1.32,694.6,14.1,High Risk
HIM-GL-MELT-007794,2024-07-26,2024,July,Siachen Glacier,Karakoram,Ladakh,5454,-1.6,-2.1,705.6,0.26,9.7,2.03,13.7,-0.84,36.1,8.8,Low Risk / Monitored
HIM-GL-MELT-007795,2023-08-14,2023,August,Gepang Gath Glacier,Lahaul & Spiti,Himachal Pradesh,4839,3.7,-0.8,650.1,0.33,6.2,5.77,30.2,-1.35,713.5,26.9,High Risk
HIM-GL-MELT-007796,2022-08-13,2022,August,Rathong Glacier,West Sikkim,Sikkim,4677,1.8,-1.2,631.9,0.25,13.4,1.94,28.6,-1.1,374.4,11.6,Low Risk / Monitored
HIM-GL-MELT-007797,2020-06-04,2020,June,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,5239,3.5,-0.2,853.9,0.37,7.0,5.97,22.9,-1.0,112.9,22.5,Moderate Risk
HIM-GL-MELT-007798,2021-06-27,2021,June,Zemu Glacier,Kanchenjunga Massif,Sikkim,4605,1.5,-1.1,771.0,0.4,3.4,4.82,24.2,-0.85,347.4,21.8,High Risk
HIM-GL-MELT-007799,2023-05-08,2023,May,Rathong Glacier,West Sikkim,Sikkim,4571,2.7,-0.7,555.7,0.34,13.6,2.13,24.2,-1.36,246.5,9.7,Low Risk / Monitored
HIM-GL-MELT-007800,2022-10-05,2022,October,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,5177,-0.0,-0.8,744.8,0.37,3.7,3.26,23.8,-1.12,111.7,13.1,Moderate Risk
HIM-GL-MELT-007801,2025-07-25,2025,July,Chorabari Glacier,Mandakini Basin (Kedarnath),Uttarakhand,4381,10.4,0.0,808.9,0.36,4.1,11.64,25.9,-1.44,802.2,47.1,Very High (Critical Alert)
HIM-GL-MELT-007802,2020-08-04,2020,August,Satopanth Glacier,Alaknanda Basin,Uttarakhand,4467,3.2,-0.1,615.8,0.37,6.4,4.74,20.0,-0.95,425.9,22.7,High Risk
HIM-GL-MELT-007803,2018-09-30,2018,September,Satopanth Glacier,Alaknanda Basin,Uttarakhand,4273,5.1,0.0,788.2,0.22,19.8,1.54,14.0,-0.73,310.6,7.6,Low Risk / Monitored
HIM-GL-MELT-007804,2023-06-28,2023,June,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,3939,9.6,0.0,889.2,0.37,5.5,10.26,30.6,-1.31,326.2,40.8,High Risk
HIM-GL-MELT-007805,2025-05-30,2025,May,Bara Shigri Glacier,Chandra-Bhaga Basin,Himachal Pradesh,4569,3.7,0.0,770.3,0.32,12.4,3.14,30.5,-1.54,523.4,14.0,Moderate Risk
HIM-GL-MELT-007806,2021-08-09,2021,August,Pindari Glacier,Kumaon Himalaya,Uttarakhand,3938,9.1,0.0,624.7,0.25,17.4,1.87,25.4,-0.95,163.2,8.0,Low Risk / Monitored
HIM-GL-MELT-007807,2023-07-06,2023,July,Zemu Glacier,Kanchenjunga Massif,Sikkim,4610,5.4,0.0,781.5,0.29,4.8,7.92,33.2,-1.73,463.9,35.3,High Risk
HIM-GL-MELT-007808,2020-09-08,2020,September,Milam Glacier,Goriganga Basin,Uttarakhand,4342,8.2,0.0,722.6,0.23,17.0,1.83,26.6,-1.02,447.4,9.2,Low Risk / Monitored
HIM-GL-MELT-007809,2023-08-01,2023,August,Chorabari Glacier,Mandakini Basin (Kedarnath),Uttarakhand,4025,13.0,0.0,625.4,0.15,26.6,2.55,35.5,-1.43,982.9,17.8,High Risk
HIM-GL-MELT-007810,2024-07-01,2024,July,Beas Kund Glacier,Pir Panjal,Himachal Pradesh,3827,8.5,0.0,597.4,0.27,8.6,6.86,24.5,-1.31,102.3,26.1,Moderate Risk
HIM-GL-MELT-007811,2025-06-01,2025,June,Gepang Gath Glacier,Lahaul & Spiti,Himachal Pradesh,4458,5.9,0.0,570.8,0.33,16.3,1.59,38.9,-1.68,1084.2,15.1,High Risk
HIM-GL-MELT-007812,2019-07-26,2019,July,Rathong Glacier,West Sikkim,Sikkim,4390,11.4,0.0,624.8,0.32,8.4,8.73,26.5,-1.28,283.9,33.4,High Risk
HIM-GL-MELT-007813,2021-06-20,2021,June,Rathong Glacier,West Sikkim,Sikkim,4606,3.7,-0.6,690.4,0.22,15.8,1.55,27.3,-1.13,376.3,8.5,Low Risk / Monitored
HIM-GL-MELT-007814,2023-07-02,2023,July,Satopanth Glacier,Alaknanda Basin,Uttarakhand,4670,6.9,0.0,722.6,0.32,5.9,7.67,17.0,-1.0,402.3,32.6,High Risk
HIM-GL-MELT-007815,2018-07-19,2018,July,Rathong Glacier,West Sikkim,Sikkim,4810,6.8,0.0,764.7,0.3,7.8,7.05,26.2,-0.9,360.4,29.2,High Risk
HIM-GL-MELT-007816,2024-07-25,2024,July,Milam Glacier,Goriganga Basin,Uttarakhand,4321,7.3,0.0,535.9,0.19,20.6,1.93,26.3,-1.39,465.1,10.0,Low Risk / Monitored
HIM-GL-MELT-007817,2023-08-18,2023,August,Machoi Glacier,Great Himalaya,Jammu & Kashmir,3807,11.7,0.0,645.6,0.28,7.8,9.32,18.0,-1.12,171.6,38.1,Moderate Risk
HIM-GL-MELT-007818,2021-08-09,2021,August,South Lhonak Glacier,North Sikkim Basin,Sikkim,5443,-0.6,-1.7,746.0,0.25,14.3,1.04,35.5,-1.63,1262.5,14.5,High Risk
HIM-GL-MELT-007819,2025-09-06,2025,September,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4443,6.4,-0.2,779.9,0.34,11.9,4.28,28.2,-1.48,426.2,17.3,Moderate Risk
HIM-GL-MELT-007820,2021-05-19,2021,May,Zemu Glacier,Kanchenjunga Massif,Sikkim,4343,5.8,0.0,523.1,0.39,3.5,7.55,30.9,-1.19,483.4,33.4,High Risk
HIM-GL-MELT-007821,2026-08-09,2026,August,Beas Kund Glacier,Pir Panjal,Himachal Pradesh,3391,18.2,0.0,729.1,0.31,3.9,17.15,27.5,-1.25,133.0,65.1,Moderate Risk
HIM-GL-MELT-007822,2025-10-10,2025,October,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,4374,4.3,-0.3,498.4,0.29,4.5,5.62,28.5,-1.36,469.8,22.6,High Risk
HIM-GL-MELT-007823,2024-08-01,2024,August,Rathong Glacier,West Sikkim,Sikkim,4746,4.4,-0.6,783.8,0.38,0.6,5.54,31.3,-1.29,392.8,22.9,High Risk
HIM-GL-MELT-007824,2018-07-20,2018,July,South Lhonak Glacier,North Sikkim Basin,Sikkim,5294,1.5,-0.7,830.9,0.33,9.3,3.46,32.6,-1.4,1166.4,23.5,High Risk
HIM-GL-MELT-007825,2025-08-11,2025,August,Rathong Glacier,West Sikkim,Sikkim,4704,8.4,0.0,742.7,0.27,4.4,10.43,36.3,-1.31,505.4,42.4,High Risk
HIM-GL-MELT-007826,2024-08-20,2024,August,Bara Shigri Glacier,Chandra-Bhaga Basin,Himachal Pradesh,4475,3.8,0.0,566.9,0.22,11.8,3.05,30.7,-1.4,432.0,15.7,Moderate Risk
HIM-GL-MELT-007827,2020-09-30,2020,September,Machoi Glacier,Great Himalaya,Jammu & Kashmir,4222,8.5,0.0,520.1,0.34,6.9,7.88,27.4,-1.37,110.9,30.6,Moderate Risk
HIM-GL-MELT-007828,2022-05-13,2022,May,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4076,7.8,0.0,767.9,0.48,0.9,7.2,21.7,-0.87,372.6,30.9,High Risk
HIM-GL-MELT-007829,2020-08-25,2020,August,Zemu Glacier,Kanchenjunga Massif,Sikkim,4499,6.5,0.0,468.4,0.32,5.2,6.86,31.1,-1.1,339.3,32.2,High Risk
HIM-GL-MELT-007830,2026-07-25,2026,July,Drang-Drung Glacier,Zanskar Range,Ladakh,4406,4.9,0.0,544.9,0.26,14.2,2.02,17.1,-1.23,152.5,11.0,Low Risk / Monitored
HIM-GL-MELT-007831,2025-05-23,2025,May,Rathong Glacier,West Sikkim,Sikkim,4636,4.9,0.0,865.9,0.35,4.7,7.3,33.8,-1.2,346.7,30.6,High Risk
HIM-GL-MELT-007832,2026-08-15,2026,August,Gorichen Glacier,Kameng Basin,Arunachal Pradesh,5194,2.0,-1.1,741.5,0.39,3.1,4.86,33.5,-1.72,153.6,19.2,Moderate Risk
HIM-GL-MELT-007833,2024-10-09,2024,October,Pindari Glacier,Kumaon Himalaya,Uttarakhand,3821,9.5,0.0,622.8,0.23,18.5,1.67,27.8,-1.4,105.6,8.5,Low Risk / Monitored
HIM-GL-MELT-007834,2022-05-12,2022,May,Milam Glacier,Goriganga Basin,Uttarakhand,4212,6.8,0.0,685.8,0.39,6.8,7.02,29.9,-1.39,303.6,29.2,High Risk
HIM-GL-MELT-007835,2020-09-13,2020,September,South Lhonak Glacier,North Sikkim Basin,Sikkim,4982,4.4,-0.5,714.4,0.22,10.6,4.32,30.3,-1.4,1444.4,26.9,High Risk
HIM-GL-MELT-007836,2020-07-16,2020,July,Siachen Glacier,Karakoram,Ladakh,5309,2.6,-0.5,619.4,0.22,15.5,1.66,8.1,-0.63,35.6,4.6,Low Risk / Monitored
HIM-GL-MELT-007837,2019-07-06,2019,July,Gorichen Glacier,Kameng Basin,Arunachal Pradesh,5104,2.0,-0.5,618.7,0.28,4.9,4.21,21.3,-1.11,67.4,15.6,Moderate Risk
HIM-GL-MELT-007838,2023-08-16,2023,August,South Lhonak Glacier,North Sikkim Basin,Sikkim,4836,3.0,0.0,726.0,0.33,8.3,3.97,37.5,-1.84,1256.1,25.7,High Risk
HIM-GL-MELT-007839,2026-06-13,2026,June,Dokriani Glacier,Bhagirathi Basin,Uttarakhand,4500,5.4,0.0,805.4,0.39,8.3,5.43,26.7,-1.47,85.5,21.9,Moderate Risk
HIM-GL-MELT-007840,2026-09-26,2026,September,South Lhonak Glacier,North Sikkim Basin,Sikkim,4827,3.8,0.0,533.3,0.32,3.3,5.71,43.0,-1.89,1532.5,35.6,High Risk
HIM-GL-MELT-007841,2021-05-07,2021,May,Pindari Glacier,Kumaon Himalaya,Uttarakhand,4137,5.6,0.0,601.2,0.45,4.1,6.33,30.1,-1.53,123.3,26.9,Moderate Risk
HIM-GL-MELT-007842,2024-09-04,2024,September,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,5110,2.1,-0.2,740.5,0.35,4.0,5.26,30.1,-1.59,175.1,22.5,Moderate Risk
HIM-GL-MELT-007843,2023-08-05,2023,August,Changme Khangpu Glacier,Tista Basin,Sikkim,4589,6.9,0.0,576.5,0.32,6.3,6.91,27.0,-0.97,336.0,27.6,High Risk
HIM-GL-MELT-007844,2022-05-11,2022,May,Gorichen Glacier,Kameng Basin,Arunachal Pradesh,4964,-0.2,-0.6,458.2,0.38,2.4,2.12,26.1,-0.94,155.9,9.0,Low Risk / Monitored
HIM-GL-MELT-007845,2024-10-06,2024,October,Bara Shigri Glacier,Chandra-Bhaga Basin,Himachal Pradesh,4581,2.2,-0.3,545.3,0.32,4.8,3.55,29.7,-1.36,425.1,18.9,Moderate Risk
HIM-GL-MELT-007846,2021-08-14,2021,August,Satopanth Glacier,Alaknanda Basin,Uttarakhand,4374,12.5,0.0,571.0,0.34,2.3,12.12,23.9,-1.29,390.6,51.5,High Risk
HIM-GL-MELT-007847,2026-07-22,2026,July,Rathong Glacier,West Sikkim,Sikkim,4343,10.7,0.0,728.2,0.35,4.8,10.89,30.9,-1.47,445.2,47.0,High Risk
HIM-GL-MELT-007848,2024-06-04,2024,June,Pindari Glacier,Kumaon Himalaya,Uttarakhand,4201,7.9,0.0,754.5,0.33,3.7,9.69,32.0,-1.37,151.4,36.7,Moderate Risk
HIM-GL-MELT-007849,2024-08-25,2024,August,Siachen Glacier,Karakoram,Ladakh,5366,0.9,-0.0,642.9,0.34,2.5,3.93,12.5,-0.85,20.2,16.6,Low Risk / Monitored
HIM-GL-MELT-007850,2020-10-11,2020,October,Bara Shigri Glacier,Chandra-Bhaga Basin,Himachal Pradesh,4530,2.7,0.0,721.5,0.32,7.3,5.1,29.5,-1.24,164.1,19.8,High Risk
HIM-GL-MELT-007851,2019-06-10,2019,June,Gepang Gath Glacier,Lahaul & Spiti,Himachal Pradesh,4616,2.6,0.0,504.3,0.29,7.4,3.58,28.2,-1.39,942.0,20.3,High Risk
HIM-GL-MELT-007852,2022-07-31,2022,July,Rathong Glacier,West Sikkim,Sikkim,4826,7.5,0.0,712.5,0.29,0.9,7.31,29.6,-1.18,415.8,32.7,High Risk
HIM-GL-MELT-007853,2024-06-17,2024,June,Beas Kund Glacier,Pir Panjal,Himachal Pradesh,3686,11.3,0.0,646.8,0.33,10.2,7.21,23.8,-1.27,155.9,30.1,Moderate Risk
HIM-GL-MELT-007854,2026-09-20,2026,September,Siachen Glacier,Karakoram,Ladakh,5499,-0.5,-1.5,612.4,0.25,11.8,1.28,19.6,-1.19,28.3,3.9,Low Risk / Monitored
HIM-GL-MELT-007855,2022-09-18,2022,September,South Lhonak Glacier,North Sikkim Basin,Sikkim,5303,-0.4,-0.7,544.2,0.33,6.7,2.08,33.7,-1.46,1107.9,15.8,High Risk
HIM-GL-MELT-007856,2024-06-21,2024,June,Changme Khangpu Glacier,Tista Basin,Sikkim,4662,4.4,-0.4,884.2,0.41,7.3,5.24,29.1,-1.09,444.9,23.7,High Risk
HIM-GL-MELT-007857,2022-08-15,2022,August,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,4962,1.4,-0.4,689.5,0.37,3.0,4.64,18.5,-1.15,304.6,19.3,High Risk
HIM-GL-MELT-007858,2021-06-02,2021,June,Drang-Drung Glacier,Zanskar Range,Ladakh,4837,-0.8,-1.0,617.8,0.35,12.6,1.16,10.9,-0.72,69.1,5.1,Low Risk / Monitored
HIM-GL-MELT-007859,2024-08-26,2024,August,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4345,6.0,0.0,743.3,0.27,16.1,1.73,27.0,-1.29,530.7,12.3,Low Risk / Monitored
HIM-GL-MELT-007860,2024-05-31,2024,May,Parkachik Glacier,Zanskar Range,Ladakh,4485,4.7,-0.1,599.6,0.45,2.6,6.4,28.3,-1.55,104.3,24.6,Moderate Risk
HIM-GL-MELT-007861,2020-08-25,2020,August,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,5162,2.6,0.0,755.8,0.39,2.9,5.43,19.7,-0.88,77.7,20.6,Moderate Risk
