record_id,date,time_utc_ist,region,state,latitude,longitude,magnitude,magnitude_type,depth_km,seismic_zone,mmi_intensity,felt_report,casualties_reported,buildings_damaged,economic_loss_inr_lakh,tsunami_warning,reporting_agency
91112,2023-09-10,07:30:30,Nicobar Islands,Andaman and Nicobar Islands,8.1864,93.6549,2.3,mb,33.3,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91113,2023-09-10,07:30:58,Saurashtra,Gujarat,21.6771,70.5955,2.0,Mw,2.3,III,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
91114,2023-09-10,07:37:07,Andaman Islands,Andaman and Nicobar Islands,12.609,92.7889,2.4,ML,65.4,V,2,Not felt,0,0,0.0,No,IMD
91115,2023-09-10,08:43:50,Mizoram Hills,Mizoram,24.5182,93.4688,2.3,ML,29.9,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91116,2023-09-10,09:02:04,Kashmir Himalaya,Jammu and Kashmir,34.4153,74.1236,2.2,Mw,13.4,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
91117,2023-09-10,09:13:25,Nagaland Hills,Nagaland,26.142,94.1164,3.0,Mw,48.6,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
91118,2023-09-10,09:37:28,Manipur-Indo-Myanmar Ranges,Manipur,25.177,94.3802,2.3,Mw,96.6,V,2,Not felt,0,0,0.0,No,IMD
91119,2023-09-10,11:30:20,Guwahati-Kopili Belt,Assam,25.7188,91.538,2.0,ML,2.0,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91120,2023-09-10,12:04:15,Kumaon Himalaya,Uttarakhand,29.6949,80.1662,2.1,ML,35.1,IV,2,Not felt,0,0,0.0,No,National Center for Seismology
91121,2023-09-10,13:14:22,Kashmir Himalaya,Jammu and Kashmir,34.4913,75.5572,2.7,ML,32.6,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
91122,2023-09-10,13:24:20,Saurashtra,Gujarat,21.9873,70.6357,2.4,mb,2.0,III,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
91123,2023-09-10,17:03:10,Tripura Fold Belt,Tripura,22.3975,91.281,2.3,Mw,21.4,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91124,2023-09-10,18:46:57,Nicobar Islands,Andaman and Nicobar Islands,8.8166,92.9326,2.0,Mw,101.8,V,1,Not felt,0,0,0.0,No,National Center for Seismology
91125,2023-09-10,19:23:29,Chamba-Kangra Belt,Himachal Pradesh,31.466,75.9585,2.0,Mw,4.2,V,2,Not felt,0,0,0.0,No,National Center for Seismology
91126,2023-09-10,22:53:29,Saurashtra,Gujarat,21.9311,71.6588,2.6,Mw,9.4,III,3,"Felt by few, no damage",0,0,0.0,No,IMD
91127,2023-09-10,23:24:35,Upper Assam,Assam,27.5691,95.6083,2.1,ML,12.0,V,3,"Felt by few, no damage",0,0,0.0,No,USGS
91128,2023-09-11,02:21:30,Jharkhand Craton,Jharkhand,23.2497,86.0829,2.1,Mw,12.5,II,4,"Felt indoors, dishes rattle",0,0,0.0,No,IMD
91129,2023-09-11,03:54:37,Mizoram Hills,Mizoram,22.8092,93.0226,2.0,ML,50.7,V,1,Not felt,0,0,0.0,No,National Center for Seismology
91130,2023-09-11,05:08:23,Rajasthan Aravalli Belt,Rajasthan,25.1039,73.4395,2.1,mb,3.7,II,3,"Felt by few, no damage",0,0,0.0,No,IMD
91131,2023-09-11,05:38:06,Bihar-Nepal Border,Bihar,26.5877,86.529,2.7,ML,17.7,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
91132,2023-09-11,05:52:07,Arunachal Himalaya,Arunachal Pradesh,29.4018,93.7848,2.5,ML,7.9,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91133,2023-09-11,06:17:20,Kumaon Himalaya,Uttarakhand,29.7294,79.7752,2.4,mb,20.5,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91134,2023-09-11,07:34:32,Mizoram Hills,Mizoram,23.6952,92.8425,2.2,Mw,12.0,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91135,2023-09-11,07:46:29,Delhi-NCR (Sohna Fault),Delhi,30.0904,77.4413,2.8,mb,52.9,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91136,2023-09-11,08:14:47,Latur-Osmanabad Region,Maharashtra,18.1,77.1697,2.0,ML,10.0,III,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91137,2023-09-11,08:33:09,Uttar Pradesh Gangetic Plain,Uttar Pradesh,27.6527,80.505,2.4,ML,6.0,III,3,"Felt by few, no damage",0,0,0.0,No,IMD
91138,2023-09-11,10:15:17,Guwahati-Kopili Belt,Assam,26.4968,91.7054,2.5,Mw,30.7,V,3,"Felt by few, no damage",0,0,0.0,No,USGS
91139,2023-09-11,11:39:09,Chamba-Kangra Belt,Himachal Pradesh,31.1801,77.3378,2.0,ML,7.1,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91140,2023-09-11,12:52:00,Delhi-NCR (Sohna Fault),Delhi,27.7958,77.068,3.1,ML,19.9,IV,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
91141,2023-09-11,13:25:24,Guwahati-Kopili Belt,Assam,25.7481,90.7173,2.0,ML,14.8,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91142,2023-09-11,13:29:50,Jharkhand Craton,Jharkhand,23.9685,84.9634,2.4,ML,10.6,II,4,"Felt indoors, dishes rattle",0,0,0.0,No,USGS
91143,2023-09-11,15:03:37,Chamba-Kangra Belt,Himachal Pradesh,31.316,76.7703,2.3,ML,17.0,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
91144,2023-09-11,19:00:55,Guwahati-Kopili Belt,Assam,26.6175,91.7515,2.6,Mw,16.4,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,USGS
91145,2023-09-11,19:17:17,Shillong Plateau,Meghalaya,26.2495,92.5309,2.6,mb,11.4,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
91146,2023-09-11,19:28:54,Nagaland Hills,Nagaland,25.7769,94.7208,2.2,ML,9.3,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,USGS
91147,2023-09-11,19:49:32,Manipur-Indo-Myanmar Ranges,Manipur,24.0092,93.5722,2.2,mb,142.5,V,1,Not felt,0,0,0.0,No,IMD
91148,2023-09-11,19:54:53,Shillong Plateau,Meghalaya,25.011,91.8514,2.2,mb,30.7,V,2,Not felt,0,0,0.0,No,National Center for Seismology
91149,2023-09-11,20:20:38,Sikkim Himalaya,Sikkim,27.0514,89.0844,2.6,Mw,6.9,IV,5,"Felt by most, minor damage possible",0,0,0.0,No,National Center for Seismology
91150,2023-09-11,21:04:15,Saurashtra,Gujarat,21.5966,71.093,3.7,mb,10.8,III,6,Slight damage to buildings,0,0,0.0,No,National Center for Seismology
91151,2023-09-11,22:23:36,Arunachal Himalaya,Arunachal Pradesh,28.5166,95.3582,3.0,Mw,18.2,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
91152,2023-09-11,22:59:44,Chamba-Kangra Belt,Himachal Pradesh,31.6606,75.185,2.2,Mw,14.6,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,USGS
91153,2023-09-11,23:03:05,Guwahati-Kopili Belt,Assam,25.7598,91.0765,2.6,Mw,26.8,V,3,"Felt by few, no damage",0,0,0.0,No,USGS
91154,2023-09-11,23:54:06,Nagaland Hills,Nagaland,25.246,95.2847,2.1,Mw,23.3,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
91155,2023-09-12,00:32:00,Andaman Islands,Andaman and Nicobar Islands,11.4693,92.8314,2.2,ML,70.2,V,2,Not felt,0,0,0.0,No,National Center for Seismology
91156,2023-09-12,02:46:50,Mizoram Hills,Mizoram,23.4562,92.3157,2.7,Mw,54.7,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
91157,2023-09-12,03:42:54,Kumaon Himalaya,Uttarakhand,28.5707,79.8947,2.4,Mw,12.9,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
91158,2023-09-12,11:17:24,Kutch Region,Gujarat,23.2294,69.3036,2.2,mb,29.3,V,3,"Felt by few, no damage",0,0,0.0,No,USGS
91159,2023-09-12,14:10:28,Rann of Kutch Border,Gujarat,23.5479,70.0601,2.3,Mw,33.3,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
91160,2023-09-12,15:03:17,Sikkim Himalaya,Sikkim,28.2492,87.774,2.2,ML,12.0,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91161,2023-09-12,15:26:48,Arunachal Himalaya,Arunachal Pradesh,28.6958,94.1744,2.8,Mw,10.6,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,IMD
91162,2023-09-12,16:07:54,Delhi-NCR (Sohna Fault),Delhi,28.373,76.8515,2.2,ML,5.5,IV,3,"Felt by few, no damage",0,0,0.0,No,USGS
91163,2023-09-12,16:23:37,Kerala Coastal Belt,Kerala,10.7138,76.2713,2.3,ML,2.0,III,3,"Felt by few, no damage",0,0,0.0,No,USGS
91164,2023-09-12,20:04:02,Kumaon Himalaya,Uttarakhand,30.5866,80.1133,2.1,Mw,9.5,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91165,2023-09-12,22:33:30,Kerala Coastal Belt,Kerala,10.594,75.7369,3.6,mb,5.9,III,5,"Felt by most, minor damage possible",0,0,0.0,No,IMD
91166,2023-09-12,22:35:25,Delhi-NCR (Sohna Fault),Delhi,29.027,78.4852,2.9,mb,11.1,IV,5,"Felt by most, minor damage possible",0,0,0.0,No,IMD
91167,2023-09-12,22:51:30,Nicobar Islands,Andaman and Nicobar Islands,7.7705,93.837,3.2,Mw,75.5,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91168,2023-09-12,23:19:13,Andaman Islands,Andaman and Nicobar Islands,12.7367,92.1968,2.1,mb,90.0,V,1,Not felt,0,0,0.0,No,National Center for Seismology
91169,2023-09-12,23:31:48,Bhadrachalam-Godavari Graben,Telangana,18.4576,80.6058,2.1,mb,22.9,III,3,"Felt by few, no damage",0,0,0.0,No,IMD
91170,2023-09-13,00:07:15,Chamba-Kangra Belt,Himachal Pradesh,31.7901,76.2268,2.1,mb,4.6,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
91171,2023-09-13,00:37:56,Chamba-Kangra Belt,Himachal Pradesh,31.4007,76.4678,2.5,mb,37.1,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
91172,2023-09-13,03:59:29,Arunachal Himalaya,Arunachal Pradesh,28.2211,94.1161,2.1,mb,11.4,V,2,Not felt,0,0,0.0,No,IMD
91173,2023-09-13,04:52:05,Mizoram Hills,Mizoram,22.9985,93.8728,2.4,ML,33.3,V,2,Not felt,0,0,0.0,No,IMD
91174,2023-09-13,07:28:37,Garhwal Himalaya,Uttarakhand,30.1739,78.9943,2.2,mb,22.2,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91175,2023-09-13,08:29:00,Arunachal Himalaya,Arunachal Pradesh,28.2824,95.3645,2.3,mb,20.7,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91176,2023-09-13,09:30:07,Kerala Coastal Belt,Kerala,9.9782,77.5807,2.5,mb,2.1,III,4,"Felt indoors, dishes rattle",0,0,0.0,No,USGS
91177,2023-09-13,10:28:44,Manipur-Indo-Myanmar Ranges,Manipur,24.0257,94.6036,2.4,Mw,84.3,V,2,Not felt,0,0,0.0,No,IMD
91178,2023-09-13,10:32:48,Saurashtra,Gujarat,21.1755,70.6868,2.2,Mw,4.2,III,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
91179,2023-09-13,10:37:47,Kumaon Himalaya,Uttarakhand,29.029,80.1386,6.1,Mw,6.2,IV,9,"Heavy damage, buildings shifted off foundation",21,1256,1166.6,No,National Center for Seismology
91180,2023-09-13,11:54:50,Saurashtra,Gujarat,22.9629,70.3614,2.6,Mw,5.7,III,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
91181,2023-09-13,12:18:40,Garhwal Himalaya,Uttarakhand,29.5245,78.5057,2.4,ML,12.8,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91182,2023-09-13,12:27:53,Arunachal Himalaya,Arunachal Pradesh,27.6938,95.2845,2.1,mb,22.7,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91183,2023-09-13,15:31:26,Kumaon Himalaya,Uttarakhand,30.1205,81.3702,3.3,Mw,13.5,IV,5,"Felt by most, minor damage possible",0,0,0.0,No,IMD
91184,2023-09-13,18:26:36,Bellary Region,Karnataka,15.4985,78.1837,3.3,Mw,4.3,II,5,"Felt by most, minor damage possible",0,0,0.0,No,IMD
91185,2023-09-13,20:52:34,Sikkim Himalaya,Sikkim,28.2029,88.7831,2.8,Mw,9.4,IV,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
91186,2023-09-13,21:24:48,Kutch Region,Gujarat,22.8074,69.9512,2.6,ML,37.6,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91187,2023-09-13,23:19:56,Nagaland Hills,Nagaland,26.171,94.519,2.4,mb,14.6,V,3,"Felt by few, no damage",0,0,0.0,No,USGS
91188,2023-09-14,00:56:48,Koyna-Warna Region,Maharashtra,18.2398,74.2033,3.1,Mw,15.9,IV,4,"Felt indoors, dishes rattle",0,0,0.0,No,IMD
91189,2023-09-14,01:27:58,Guwahati-Kopili Belt,Assam,26.4882,91.8812,2.1,mb,64.5,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91190,2023-09-14,03:48:00,Darjeeling Himalaya,West Bengal,26.9729,87.7369,2.2,ML,3.6,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91191,2023-09-14,04:43:32,Arunachal Himalaya,Arunachal Pradesh,27.991,94.6706,2.2,mb,13.6,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
91192,2023-09-14,06:12:54,Arunachal Himalaya,Arunachal Pradesh,28.1052,94.8518,2.0,ML,13.2,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91193,2023-09-14,06:44:36,Tripura Fold Belt,Tripura,24.6998,90.7046,2.1,Mw,12.2,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
91194,2023-09-14,06:57:58,Kashmir Himalaya,Jammu and Kashmir,33.6281,73.7604,2.5,mb,25.4,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91195,2023-09-14,09:25:37,Guwahati-Kopili Belt,Assam,26.7141,91.1585,2.5,Mw,28.4,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91196,2023-09-14,10:00:33,Mizoram Hills,Mizoram,23.639,93.6307,2.1,Mw,64.7,V,2,Not felt,0,0,0.0,No,National Center for Seismology
91197,2023-09-14,10:06:55,Tripura Fold Belt,Tripura,24.1969,91.6236,2.3,Mw,14.0,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91198,2023-09-14,12:16:38,Upper Assam,Assam,28.0487,95.1186,3.4,mb,38.6,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
91199,2023-09-14,14:15:38,Chamba-Kangra Belt,Himachal Pradesh,31.9832,75.2856,3.0,ML,24.8,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,USGS
91200,2023-09-14,15:09:05,Mizoram Hills,Mizoram,24.0556,92.8743,2.2,ML,40.6,V,3,"Felt by few, no damage",0,0,0.0,No,USGS
91201,2023-09-14,17:48:24,Koyna-Warna Region,Maharashtra,16.3946,73.7875,3.1,mb,3.2,IV,5,"Felt by most, minor damage possible",0,0,0.0,No,National Center for Seismology
91202,2023-09-14,17:56:19,Garhwal Himalaya,Uttarakhand,29.8575,79.3813,2.1,Mw,29.3,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
91203,2023-09-14,20:41:05,Sikkim Himalaya,Sikkim,27.8329,87.8494,2.7,mb,14.4,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91204,2023-09-14,23:33:59,Nicobar Islands,Andaman and Nicobar Islands,7.9836,91.8897,2.6,ML,54.5,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
91205,2023-09-14,23:53:45,Chamba-Kangra Belt,Himachal Pradesh,31.6647,76.118,2.1,ML,10.4,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
91206,2023-09-15,00:00:31,Bihar-Nepal Border,Bihar,26.7755,86.1554,3.0,ML,35.7,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,IMD
91207,2023-09-15,03:54:34,Bihar-Nepal Border,Bihar,27.4016,85.3359,2.5,Mw,30.4,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91208,2023-09-15,05:50:31,Tripura Fold Belt,Tripura,23.5224,90.5951,2.2,ML,56.4,V,2,Not felt,0,0,0.0,No,IMD
91209,2023-09-15,06:36:24,Arunachal Himalaya,Arunachal Pradesh,28.4725,93.6956,2.3,Mw,7.6,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91210,2023-09-15,08:15:07,Manipur-Indo-Myanmar Ranges,Manipur,25.7585,94.1437,3.0,Mw,33.0,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,USGS
91211,2023-09-15,08:36:00,Sikkim Himalaya,Sikkim,27.5543,89.6653,2.0,Mw,4.4,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91212,2023-09-15,08:44:02,Kumaon Himalaya,Uttarakhand,28.988,79.8504,2.2,mb,10.5,IV,2,Not felt,0,0,0.0,No,National Center for Seismology
91213,2023-09-15,09:05:48,Kashmir Himalaya,Jammu and Kashmir,34.8109,74.4638,2.1,Mw,15.5,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
91214,2023-09-15,10:27:59,Rajasthan Aravalli Belt,Rajasthan,25.3673,73.2385,2.1,ML,2.0,II,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91215,2023-09-15,12:25:03,Kashmir Himalaya,Jammu and Kashmir,33.7134,75.1915,3.4,ML,18.7,V,5,"Felt by most, minor damage possible",0,0,0.0,No,IMD
91216,2023-09-15,15:32:27,Darjeeling Himalaya,West Bengal,27.2216,88.1825,2.9,Mw,6.2,IV,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
91217,2023-09-15,15:53:14,Arunachal Himalaya,Arunachal Pradesh,28.4309,95.1967,2.9,Mw,57.6,V,2,Not felt,0,0,0.0,No,National Center for Seismology
91218,2023-09-15,18:05:51,Andaman Islands,Andaman and Nicobar Islands,11.0571,93.0068,2.4,ML,57.8,V,2,Not felt,0,0,0.0,No,IMD
91219,2023-09-15,19:20:37,Nicobar Islands,Andaman and Nicobar Islands,8.1731,93.7224,3.7,mb,39.7,V,5,"Felt by most, minor damage possible",0,0,0.0,No,USGS
91220,2023-09-15,20:53:47,Upper Assam,Assam,27.5525,95.9784,2.1,mb,31.0,V,2,Not felt,0,0,0.0,No,IMD
91221,2023-09-15,20:55:35,Upper Assam,Assam,27.041,95.7536,2.3,mb,29.0,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91222,2023-09-15,21:24:04,Bihar-Nepal Border,Bihar,26.333,86.3663,2.2,mb,17.3,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91223,2023-09-16,00:00:51,Kashmir Himalaya,Jammu and Kashmir,33.2163,74.7135,3.0,Mw,8.8,V,5,"Felt by most, minor damage possible",0,0,0.0,No,National Center for Seismology
91224,2023-09-16,00:24:37,Arunachal Himalaya,Arunachal Pradesh,27.7178,93.9096,3.9,Mw,10.0,V,6,Slight damage to buildings,0,0,0.0,No,IMD
91225,2023-09-16,00:41:19,Bihar-Nepal Border,Bihar,26.7031,86.6018,2.3,mb,2.0,V,3,"Felt by few, no damage",0,0,0.0,No,USGS
91226,2023-09-16,00:43:50,Shillong Plateau,Meghalaya,25.6291,92.1131,2.4,ML,3.0,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
91227,2023-09-16,01:36:48,Kutch Region,Gujarat,24.5686,70.6838,2.3,Mw,41.5,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
91228,2023-09-16,02:05:11,Andaman Islands,Andaman and Nicobar Islands,12.3326,92.4182,2.1,Mw,62.8,V,1,Not felt,0,0,0.0,No,USGS
91229,2023-09-16,02:48:49,Andaman Islands,Andaman and Nicobar Islands,12.7308,92.7188,2.4,Mw,52.2,V,2,Not felt,0,0,0.0,No,National Center for Seismology
91230,2023-09-16,03:52:28,Rann of Kutch Border,Gujarat,24.7329,70.143,2.6,ML,45.7,V,3,"Felt by few, no damage",0,0,0.0,No,USGS
91231,2023-09-16,04:36:43,Tripura Fold Belt,Tripura,24.2541,90.8037,2.4,Mw,23.1,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
91232,2023-09-16,04:48:01,Koyna-Warna Region,Maharashtra,17.4837,73.9265,2.8,mb,61.8,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91233,2023-09-16,05:26:32,Kutch Region,Gujarat,23.2634,71.1386,2.1,mb,7.3,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91234,2023-09-16,06:38:39,Kumaon Himalaya,Uttarakhand,29.8398,78.8357,3.0,mb,19.4,IV,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
91235,2023-09-16,08:50:52,Nicobar Islands,Andaman and Nicobar Islands,7.6993,93.4322,2.0,Mw,17.9,V,2,Not felt,0,0,0.0,No,National Center for Seismology
91236,2023-09-16,09:32:43,Latur-Osmanabad Region,Maharashtra,17.3981,77.2802,2.7,mb,12.3,III,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91237,2023-09-16,13:18:17,Mizoram Hills,Mizoram,22.037,92.7065,2.3,Mw,41.5,V,2,Not felt,0,0,0.0,No,National Center for Seismology
91238,2023-09-16,14:13:29,Nagaland Hills,Nagaland,26.277,94.1981,2.3,Mw,12.7,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91239,2023-09-16,16:25:23,Guwahati-Kopili Belt,Assam,25.8944,91.9465,2.9,Mw,32.8,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
91240,2023-09-16,17:06:43,Chamba-Kangra Belt,Himachal Pradesh,31.9895,75.0455,2.4,Mw,15.2,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
91241,2023-09-16,18:25:12,Shillong Plateau,Meghalaya,25.7355,91.5823,2.0,Mw,19.8,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91242,2023-09-16,21:05:26,Manipur-Indo-Myanmar Ranges,Manipur,24.449,94.3811,2.1,Mw,51.6,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
91243,2023-09-16,21:53:57,Upper Assam,Assam,27.8243,94.3576,3.0,Mw,12.3,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,IMD
91244,2023-09-16,22:11:02,Sikkim Himalaya,Sikkim,27.1172,90.0262,2.6,ML,15.5,IV,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
91245,2023-09-16,22:16:32,Kutch Region,Gujarat,23.0212,69.6191,2.3,mb,47.3,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91246,2023-09-16,22:38:51,Darjeeling Himalaya,West Bengal,27.3223,87.9082,2.0,ML,57.8,IV,2,Not felt,0,0,0.0,No,National Center for Seismology
91247,2023-09-16,22:47:55,Nagaland Hills,Nagaland,27.8392,94.897,2.2,Mw,2.7,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
91248,2023-09-16,22:54:57,Mizoram Hills,Mizoram,23.1463,92.427,2.1,Mw,42.1,V,2,Not felt,0,0,0.0,No,National Center for Seismology
91249,2023-09-16,22:56:16,Andaman Islands,Andaman and Nicobar Islands,13.0528,93.3435,2.1,Mw,78.8,V,1,Not felt,0,0,0.0,No,National Center for Seismology
91250,2023-09-17,00:16:17,Tamil Nadu Craton,Tamil Nadu,12.7941,78.6019,2.0,mb,2.0,II,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91251,2023-09-17,01:40:06,Garhwal Himalaya,Uttarakhand,30.3769,79.088,2.1,ML,15.0,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
91252,2023-09-17,02:54:42,Chhattisgarh Craton,Chhattisgarh,21.1616,81.1259,2.8,ML,12.0,II,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
91253,2023-09-17,03:42:13,Nicobar Islands,Andaman and Nicobar Islands,8.4848,93.2431,2.6,ML,17.9,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
91254,2023-09-17,04:08:10,Upper Assam,Assam,27.5234,95.0653,2.0,Mw,34.7,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91255,2023-09-17,06:27:04,Kutch Region,Gujarat,23.7465,68.4606,2.2,Mw,8.7,V,3,"Felt by few, no damage",0,0,0.0,No,USGS
91256,2023-09-17,07:01:05,Uttar Pradesh Gangetic Plain,Uttar Pradesh,27.4793,81.1765,2.4,ML,2.4,III,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
91257,2023-09-17,07:31:56,Garhwal Himalaya,Uttarakhand,31.0115,79.6952,2.2,ML,11.4,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91258,2023-09-17,07:51:21,Arunachal Himalaya,Arunachal Pradesh,28.4039,95.1614,2.2,Mw,10.7,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91259,2023-09-17,11:36:43,Andaman Islands,Andaman and Nicobar Islands,12.553,92.684,2.8,Mw,33.4,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,IMD
91260,2023-09-17,11:41:19,Andaman Islands,Andaman and Nicobar Islands,13.5766,93.5904,2.2,ML,14.2,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
91261,2023-09-17,11:56:19,Kumaon Himalaya,Uttarakhand,28.81,79.9391,2.2,Mw,8.4,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
91262,2023-09-17,14:39:06,Garhwal Himalaya,Uttarakhand,31.2389,78.9713,2.1,mb,31.8,IV,3,"Felt by few, no damage",0,0,0.0,No,USGS
91263,2023-09-17,15:26:51,Manipur-Indo-Myanmar Ranges,Manipur,25.2587,93.2826,2.3,Mw,94.6,V,2,Not felt,0,0,0.0,No,IMD
91264,2023-09-17,15:46:08,Nagaland Hills,Nagaland,26.82,95.5295,2.6,Mw,30.7,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91265,2023-09-17,15:53:28,Darjeeling Himalaya,West Bengal,28.2548,88.4907,3.3,ML,29.0,IV,5,"Felt by most, minor damage possible",0,0,0.0,No,IMD
91266,2023-09-17,16:01:32,Nagaland Hills,Nagaland,25.9877,93.9298,2.5,Mw,4.9,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
91267,2023-09-17,18:12:54,Shillong Plateau,Meghalaya,25.7921,91.2445,2.1,mb,23.1,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
91268,2023-09-17,19:13:45,Guwahati-Kopili Belt,Assam,25.9096,92.4005,2.2,ML,57.7,V,2,Not felt,0,0,0.0,No,IMD
91269,2023-09-17,20:05:14,Rajasthan Aravalli Belt,Rajasthan,25.1184,74.091,2.0,Mw,4.4,II,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
